ID_LAT_LON_YEAR_WEEK,emission
ID_-0.510_29.290_2022_00,3.7942966568420013
ID_-0.510_29.290_2022_01,4.009618456058171
ID_-0.510_29.290_2022_02,4.196506680731523
ID_-0.510_29.290_2022_03,4.294406498229738
ID_-0.510_29.290_2022_04,4.330828384432575
ID_-0.510_29.290_2022_05,4.303393057835985
ID_-0.510_29.290_2022_06,4.273314411850863
ID_-0.510_29.290_2022_07,4.262219326134198
ID_-0.510_29.290_2022_08,4.2913123641990705
ID_-0.510_29.290_2022_09,4.329502306175812
ID_-0.510_29.290_2022_10,4.30981169428485
ID_-0.510_29.290_2022_11,4.294624252483878
ID_-0.510_29.290_2022_12,4.41511348242675
ID_-0.510_29.290_2022_13,3.7146350019470886
ID_-0.510_29.290_2022_14,4.442857565385664
ID_-0.510_29.290_2022_15,4.353634625860823
ID_-0.510_29.290_2022_16,4.382138593029858
ID_-0.510_29.290_2022_17,4.486389429781968
ID_-0.510_29.290_2022_18,4.488071099960483
ID_-0.510_29.290_2022_19,4.4991762760116005
ID_-0.510_29.290_2022_20,4.438314203731392
ID_-0.510_29.290_2022_21,4.327483813144704
ID_-0.510_29.290_2022_22,4.345695181111859
ID_-0.510_29.290_2022_23,4.3541896479920625
ID_-0.510_29.290_2022_24,4.397793777599992
ID_-0.510_29.290_2022_25,4.414377387999998
ID_-0.510_29.290_2022_26,4.502919737599983
ID_-0.510_29.290_2022_27,4.471586756399995
ID_-0.510_29.290_2022_28,4.440029817425206
ID_-0.510_29.290_2022_29,4.436708093650407
ID_-0.510_29.290_2022_30,4.4441309674130265
ID_-0.510_29.290_2022_31,4.6005936127522595
ID_-0.510_29.290_2022_32,4.622596416752263
ID_-0.510_29.290_2022_33,4.593724428608787
ID_-0.510_29.290_2022_34,4.602750669058759
ID_-0.510_29.290_2022_35,4.6803017422125235
ID_-0.510_29.290_2022_36,4.667880817199987
ID_-0.510_29.290_2022_37,4.6305405723999975
ID_-0.510_29.290_2022_38,4.648564233600003
ID_-0.510_29.290_2022_39,4.501075063848799
ID_-0.510_29.290_2022_40,4.4805518508241855
ID_-0.510_29.290_2022_41,4.439859331246614
ID_-0.510_29.290_2022_42,4.540521113999993
ID_-0.510_29.290_2022_43,4.563016683199994
ID_-0.510_29.290_2022_44,4.476952000911692
ID_-0.510_29.290_2022_45,4.496496538848349
ID_-0.510_29.290_2022_46,4.559382436848359
ID_-0.510_29.290_2022_47,4.587297387393566
ID_-0.510_29.290_2022_48,4.472281608800014
ID_-0.528_29.472_2022_00,3.871076957363931
ID_-0.528_29.472_2022_01,4.161871993543865
ID_-0.528_29.472_2022_02,4.414637997864501
ID_-0.528_29.472_2022_03,4.51890262086138
ID_-0.528_29.472_2022_04,4.612822593366375
ID_-0.528_29.472_2022_05,4.564534998362072
ID_-0.528_29.472_2022_06,4.543003299697512
ID_-0.528_29.472_2022_07,4.504354913600012
ID_-0.528_29.472_2022_08,4.536896057200015
ID_-0.528_29.472_2022_09,4.5223565116000035
ID_-0.528_29.472_2022_10,4.505042580433402
ID_-0.528_29.472_2022_11,4.470635175414012
ID_-0.528_29.472_2022_12,4.523306960107674
ID_-0.528_29.472_2022_13,3.72962960444376
ID_-0.528_29.472_2022_14,4.472459164102131
ID_-0.528_29.472_2022_15,4.395079623363039
ID_-0.528_29.472_2022_16,4.454719372308079
ID_-0.528_29.472_2022_17,4.582031390718286
ID_-0.528_29.472_2022_18,4.511006848745852
ID_-0.528_29.472_2022_19,4.497119559324664
ID_-0.528_29.472_2022_20,4.419517027866822
ID_-0.528_29.472_2022_21,4.146479078977247
ID_-0.528_29.472_2022_22,4.134298838923344
ID_-0.528_29.472_2022_23,4.135688443878111
ID_-0.528_29.472_2022_24,4.15936424395715
ID_-0.528_29.472_2022_25,4.170003905421988
ID_-0.528_29.472_2022_26,4.23024282839626
ID_-0.528_29.472_2022_27,4.1850454840315905
ID_-0.528_29.472_2022_28,4.156654145040412
ID_-0.528_29.472_2022_29,4.1576801947858915
ID_-0.528_29.472_2022_30,4.157483747861786
ID_-0.528_29.472_2022_31,4.261874760399986
ID_-0.528_29.472_2022_32,4.2705504827999965
ID_-0.528_29.472_2022_33,4.25349210599999
ID_-0.528_29.472_2022_34,4.268973594799998
ID_-0.528_29.472_2022_35,4.3357904080000145
ID_-0.528_29.472_2022_36,4.343281437200006
ID_-0.528_29.472_2022_37,4.32032399154935
ID_-0.528_29.472_2022_38,4.32042498410083
ID_-0.528_29.472_2022_39,4.164048730597253
ID_-0.528_29.472_2022_40,4.214244045665597
ID_-0.528_29.472_2022_41,4.229114423985961
ID_-0.528_29.472_2022_42,4.528484224400004
ID_-0.528_29.472_2022_43,4.683452047109908
ID_-0.528_29.472_2022_44,4.665787967150445
ID_-0.528_29.472_2022_45,4.684593408400004
ID_-0.528_29.472_2022_46,4.71885770302462
ID_-0.528_29.472_2022_47,4.72924470542461
ID_-0.528_29.472_2022_48,4.707727535687208
ID_-0.547_29.653_2022_00,0.4901656514857785
ID_-0.547_29.653_2022_01,0.5232459670847974
ID_-0.547_29.653_2022_02,0.5432579782800272
ID_-0.547_29.653_2022_03,0.5556865327411638
ID_-0.547_29.653_2022_04,0.559714739374283
ID_-0.547_29.653_2022_05,0.5616852158943682
ID_-0.547_29.653_2022_06,0.5565653794225622
ID_-0.547_29.653_2022_07,0.5566834552943672
ID_-0.547_29.653_2022_08,0.5596499581101045
ID_-0.547_29.653_2022_09,0.5697075872812973
ID_-0.547_29.653_2022_10,0.5675396384480063
ID_-0.547_29.653_2022_11,0.5692705117433017
ID_-0.547_29.653_2022_12,0.579150132996836
ID_-0.547_29.653_2022_13,0.49094874550153306
ID_-0.547_29.653_2022_14,0.5863010733523086
ID_-0.547_29.653_2022_15,0.5851814690569821
ID_-0.547_29.653_2022_16,0.5914343287438202
ID_-0.547_29.653_2022_17,0.6004646548327643
ID_-0.547_29.653_2022_18,0.6077214467580855
ID_-0.547_29.653_2022_19,0.6119200622799988
ID_-0.547_29.653_2022_20,0.6071805418799975
ID_-0.547_29.653_2022_21,0.6036479481599986
ID_-0.547_29.653_2022_22,0.6118450274119624
ID_-0.547_29.653_2022_23,0.6117119421200006
ID_-0.547_29.653_2022_24,0.6204003943199996
ID_-0.547_29.653_2022_25,0.6229172613600003
ID_-0.547_29.653_2022_26,0.6372775390000015
ID_-0.547_29.653_2022_27,0.6344098992000025
ID_-0.547_29.653_2022_28,0.6314197872000002
ID_-0.547_29.653_2022_29,0.631649635039999
ID_-0.547_29.653_2022_30,0.6342595037599988
ID_-0.547_29.653_2022_31,0.6586861325999996
ID_-0.547_29.653_2022_32,0.6628450938399985
ID_-0.547_29.653_2022_33,0.6573328275600007
ID_-0.547_29.653_2022_34,0.6589059200000016
ID_-0.547_29.653_2022_35,0.6720434768000016
ID_-0.547_29.653_2022_36,0.6707145463999976
ID_-0.547_29.653_2022_37,0.6642089876799991
ID_-0.547_29.653_2022_38,0.669372497539889
ID_-0.547_29.653_2022_39,0.6553448319387869
ID_-0.547_29.653_2022_40,0.6320899486707381
ID_-0.547_29.653_2022_41,0.6232471976198888
ID_-0.547_29.653_2022_42,0.6188145813999998
ID_-0.547_29.653_2022_43,0.6099172356399986
ID_-0.547_29.653_2022_44,0.5896275911752558
ID_-0.547_29.653_2022_45,0.5943596722952562
ID_-0.547_29.653_2022_46,0.6039462130375768
ID_-0.547_29.653_2022_47,0.6099956977951574
ID_-0.547_29.653_2022_48,0.5820419227379949
ID_-0.569_30.031_2022_00,98.28305943565529
ID_-0.569_30.031_2022_01,105.64602287796579
ID_-0.569_30.031_2022_02,109.72674317899855
ID_-0.569_30.031_2022_03,112.42084962002636
ID_-0.569_30.031_2022_04,113.91909799350181
ID_-0.569_30.031_2022_05,116.59323461406338
ID_-0.569_30.031_2022_06,116.1238546976657
ID_-0.569_30.031_2022_07,114.63147602148742
ID_-0.569_30.031_2022_08,115.14592053278447
ID_-0.569_30.031_2022_09,121.13286160365573
ID_-0.569_30.031_2022_10,120.27689605027582
ID_-0.569_30.031_2022_11,118.68120201818562
ID_-0.569_30.031_2022_12,119.55869271221343
ID_-0.569_30.031_2022_13,106.87174126033622
ID_-0.569_30.031_2022_14,130.40744049551927
ID_-0.569_30.031_2022_15,127.08244418666244
ID_-0.569_30.031_2022_16,126.32311106585082
ID_-0.569_30.031_2022_17,132.6256398211217
ID_-0.569_30.031_2022_18,132.2515739718404
ID_-0.569_30.031_2022_19,129.13024111361383
ID_-0.569_30.031_2022_20,123.67787231920623
ID_-0.569_30.031_2022_21,115.13410328138836
ID_-0.569_30.031_2022_22,114.43268031018741
ID_-0.569_30.031_2022_23,114.21379059900944
ID_-0.569_30.031_2022_24,113.93232115200023
ID_-0.569_30.031_2022_25,113.68557217599991
ID_-0.569_30.031_2022_26,114.4499067720001
ID_-0.569_30.031_2022_27,113.33824113200006
ID_-0.569_30.031_2022_28,112.3945385959996
ID_-0.569_30.031_2022_29,111.98420284399971
ID_-0.569_30.031_2022_30,112.90272215266356
ID_-0.569_30.031_2022_31,117.51723122399981
ID_-0.569_30.031_2022_32,118.80463153695567
ID_-0.569_30.031_2022_33,118.98984357524154
ID_-0.569_30.031_2022_34,119.84073439558358
ID_-0.569_30.031_2022_35,125.23342298812163
ID_-0.569_30.031_2022_36,127.80685388207992
ID_-0.569_30.031_2022_37,128.74506694235663
ID_-0.569_30.031_2022_38,128.55103162663372
ID_-0.569_30.031_2022_39,126.29947580629896
ID_-0.569_30.031_2022_40,124.48559685675747
ID_-0.569_30.031_2022_41,124.57900208730865
ID_-0.569_30.031_2022_42,129.06481622503279
ID_-0.569_30.031_2022_43,133.60730236038245
ID_-0.569_30.031_2022_44,123.19012018594815
ID_-0.569_30.031_2022_45,124.97943698875115
ID_-0.569_30.031_2022_46,127.25030664098948
ID_-0.569_30.031_2022_47,128.8165896035292
ID_-0.569_30.031_2022_48,118.18763260520495
ID_-0.598_29.102_2022_00,0.07753450031858174
ID_-0.598_29.102_2022_01,0.08069808428383243
ID_-0.598_29.102_2022_02,0.08310220125174657
ID_-0.598_29.102_2022_03,0.08502055382308815
ID_-0.598_29.102_2022_04,0.08568756420361347
ID_-0.598_29.102_2022_05,0.08593159847307572
ID_-0.598_29.102_2022_06,0.08510492948386522
ID_-0.598_29.102_2022_07,0.08521476125371984
ID_-0.598_29.102_2022_08,0.08572622239051489
ID_-0.598_29.102_2022_09,0.08757520814966056
ID_-0.598_29.102_2022_10,0.08707831258968662
ID_-0.598_29.102_2022_11,0.08718960155030515
ID_-0.598_29.102_2022_12,0.09084184925309978
ID_-0.598_29.102_2022_13,0.0759994769903046
ID_-0.598_29.102_2022_14,0.09072839593912563
ID_-0.598_29.102_2022_15,0.08991910996812451
ID_-0.598_29.102_2022_16,0.09055100095137189
ID_-0.598_29.102_2022_17,0.09189831643248136
ID_-0.598_29.102_2022_18,0.09306926003302157
ID_-0.598_29.102_2022_19,0.09375198470650487
ID_-0.598_29.102_2022_20,0.09292488135999992
ID_-0.598_29.102_2022_21,0.09221254351199995
ID_-0.598_29.102_2022_22,0.09335418136285446
ID_-0.598_29.102_2022_23,0.09383466798950715
ID_-0.598_29.102_2022_24,0.09492731601885465
ID_-0.598_29.102_2022_25,0.09552014783199984
ID_-0.598_29.102_2022_26,0.09767525658399971
ID_-0.598_29.102_2022_27,0.097041637244953
ID_-0.598_29.102_2022_28,0.09661094275199998
ID_-0.598_29.102_2022_29,0.09653209432800024
ID_-0.598_29.102_2022_30,0.09711364709256412
ID_-0.598_29.102_2022_31,0.1004562015588614
ID_-0.598_29.102_2022_32,0.10130362795599995
ID_-0.598_29.102_2022_33,0.10044411668799982
ID_-0.598_29.102_2022_34,0.10087562702400024
ID_-0.598_29.102_2022_35,0.10292317450628839
ID_-0.598_29.102_2022_36,0.10279006310628826
ID_-0.598_29.102_2022_37,0.1018775254200003
ID_-0.598_29.102_2022_38,0.10234036970545894
ID_-0.598_29.102_2022_39,0.10067571786950348
ID_-0.598_29.102_2022_40,0.09686045200584696
ID_-0.598_29.102_2022_41,0.0954869785720003
ID_-0.598_29.102_2022_42,0.09497653110000005
ID_-0.598_29.102_2022_43,0.09353340663599989
ID_-0.598_29.102_2022_44,0.0903029483782027
ID_-0.598_29.102_2022_45,0.09074051955820286
ID_-0.598_29.102_2022_46,0.09262714862575522
ID_-0.598_29.102_2022_47,0.09332637477744239
ID_-0.598_29.102_2022_48,0.08898038747955271
ID_-0.604_29.896_2022_00,63.761037862114534
ID_-0.604_29.896_2022_01,66.52596308293539
ID_-0.604_29.896_2022_02,70.19434400566315
ID_-0.604_29.896_2022_03,72.02956973572869
ID_-0.604_29.896_2022_04,73.25605862603565
ID_-0.604_29.896_2022_05,74.3991560829852
ID_-0.604_29.896_2022_06,74.22095868558057
ID_-0.604_29.896_2022_07,73.06845697733597
ID_-0.604_29.896_2022_08,73.38759311258826
ID_-0.604_29.896_2022_09,76.30509720802588
ID_-0.604_29.896_2022_10,75.9872695554306
ID_-0.604_29.896_2022_11,75.22032778812546
ID_-0.604_29.896_2022_12,76.78381218518852
ID_-0.604_29.896_2022_13,66.35761327424895
ID_-0.604_29.896_2022_14,81.33177272899883
ID_-0.604_29.896_2022_15,78.76762387609368
ID_-0.604_29.896_2022_16,78.2666552189389
ID_-0.604_29.896_2022_17,83.50048822536297
ID_-0.604_29.896_2022_18,82.68212248828243
ID_-0.604_29.896_2022_19,81.23898051173208
ID_-0.604_29.896_2022_20,78.35710327167128
ID_-0.604_29.896_2022_21,72.91196095055987
ID_-0.604_29.896_2022_22,73.35983747865248
ID_-0.604_29.896_2022_23,72.15458960534896
ID_-0.604_29.896_2022_24,71.97304156862084
ID_-0.604_29.896_2022_25,71.80122178818173
ID_-0.604_29.896_2022_26,72.29672092726723
ID_-0.604_29.896_2022_27,71.38168939850131
ID_-0.604_29.896_2022_28,70.93829845795378
ID_-0.604_29.896_2022_29,70.52367479874913
ID_-0.604_29.896_2022_30,71.25112498525284
ID_-0.604_29.896_2022_31,73.99269880598901
ID_-0.604_29.896_2022_32,74.32620556093126
ID_-0.604_29.896_2022_33,74.30287177651942
ID_-0.604_29.896_2022_34,74.3946656686036
ID_-0.604_29.896_2022_35,77.56203706586754
ID_-0.604_29.896_2022_36,78.97007268899138
ID_-0.604_29.896_2022_37,79.64565038567825
ID_-0.604_29.896_2022_38,79.87434612943731
ID_-0.604_29.896_2022_39,79.97454695652976
ID_-0.604_29.896_2022_40,77.04870876431481
ID_-0.604_29.896_2022_41,77.4325120249948
ID_-0.604_29.896_2022_42,80.56595470584098
ID_-0.604_29.896_2022_43,83.96265789950864
ID_-0.604_29.896_2022_44,77.55220483813312
ID_-0.604_29.896_2022_45,78.92811124890821
ID_-0.604_29.896_2022_46,79.87247733976335
ID_-0.604_29.896_2022_47,80.48696916109253
ID_-0.604_29.896_2022_48,75.52101273979686
ID_-0.615_30.885_2022_00,75.26130792669076
ID_-0.615_30.885_2022_01,80.80252868710782
ID_-0.615_30.885_2022_02,85.99922997412237
ID_-0.615_30.885_2022_03,88.36970417070752
ID_-0.615_30.885_2022_04,90.1193564496323
ID_-0.615_30.885_2022_05,90.46254593591597
ID_-0.615_30.885_2022_06,90.36751363459618
ID_-0.615_30.885_2022_07,89.05424610321924
ID_-0.615_30.885_2022_08,89.88215789289376
ID_-0.615_30.885_2022_09,92.09121926338061
ID_-0.615_30.885_2022_10,91.19294105619404
ID_-0.615_30.885_2022_11,90.49107329179039
ID_-0.615_30.885_2022_12,91.37412317201115
ID_-0.615_30.885_2022_13,79.11803894936455
ID_-0.615_30.885_2022_14,95.19232595644077
ID_-0.615_30.885_2022_15,92.87198522058189
ID_-0.615_30.885_2022_16,92.69873436321886
ID_-0.615_30.885_2022_17,97.83972646507766
ID_-0.615_30.885_2022_18,96.46451620688144
ID_-0.615_30.885_2022_19,94.76813230059857
ID_-0.615_30.885_2022_20,91.22826317841951
ID_-0.615_30.885_2022_21,84.74912532002894
ID_-0.615_30.885_2022_22,83.60269308801747
ID_-0.615_30.885_2022_23,82.8012564091899
ID_-0.615_30.885_2022_24,82.69529796030226
ID_-0.615_30.885_2022_25,82.50249649741048
ID_-0.615_30.885_2022_26,82.8243267263667
ID_-0.615_30.885_2022_27,81.93715746236659
ID_-0.615_30.885_2022_28,81.46251384530733
ID_-0.615_30.885_2022_29,81.32576529255667
ID_-0.615_30.885_2022_30,81.83985817121967
ID_-0.615_30.885_2022_31,84.24360540674142
ID_-0.615_30.885_2022_32,84.77247029690277
ID_-0.615_30.885_2022_33,85.00800468699919
ID_-0.615_30.885_2022_34,85.87810575597338
ID_-0.615_30.885_2022_35,88.82944379710895
ID_-0.615_30.885_2022_36,89.73680848064521
ID_-0.615_30.885_2022_37,90.63641927602069
ID_-0.615_30.885_2022_38,90.34509897261078
ID_-0.615_30.885_2022_39,89.91633330473393
ID_-0.615_30.885_2022_40,88.40348174877786
ID_-0.615_30.885_2022_41,89.31996361943078
ID_-0.615_30.885_2022_42,94.39881058429552
ID_-0.615_30.885_2022_43,98.51550772591055
ID_-0.615_30.885_2022_44,94.24881695985118
ID_-0.615_30.885_2022_45,95.19683037821439
ID_-0.615_30.885_2022_46,96.12621467541814
ID_-0.615_30.885_2022_47,96.97019579538832
ID_-0.615_30.885_2022_48,92.43028986341261
ID_-0.627_29.773_2022_00,101.92837436967326
ID_-0.627_29.773_2022_01,108.4313676137633
ID_-0.627_29.773_2022_02,114.30031771461822
ID_-0.627_29.773_2022_03,117.06256451614365
ID_-0.627_29.773_2022_04,118.8342726123602
ID_-0.627_29.773_2022_05,118.85401775199956
ID_-0.627_29.773_2022_06,118.56939113600014
ID_-0.627_29.773_2022_07,117.38269678683078
ID_-0.627_29.773_2022_08,118.05845597999773
ID_-0.627_29.773_2022_09,119.53004801431953
ID_-0.627_29.773_2022_10,118.80220527467166
ID_-0.627_29.773_2022_11,118.0562457049797
ID_-0.627_29.773_2022_12,119.21999691850387
ID_-0.627_29.773_2022_13,100.3740362144513
ID_-0.627_29.773_2022_14,121.63369733234354
ID_-0.627_29.773_2022_15,119.51349245465863
ID_-0.627_29.773_2022_16,120.14514073713087
ID_-0.627_29.773_2022_17,124.83606837514208
ID_-0.627_29.773_2022_18,123.10164488685005
ID_-0.627_29.773_2022_19,122.01102565742077
ID_-0.627_29.773_2022_20,119.09098379615858
ID_-0.627_29.773_2022_21,110.70713913511491
ID_-0.627_29.773_2022_22,110.64705697204236
ID_-0.627_29.773_2022_23,110.29425889034025
ID_-0.627_29.773_2022_24,110.49806598226857
ID_-0.627_29.773_2022_25,110.55594584702747
ID_-0.627_29.773_2022_26,111.54107109128827
ID_-0.627_29.773_2022_27,110.38095878205888
ID_-0.627_29.773_2022_28,109.65992407327172
ID_-0.627_29.773_2022_29,109.27311314140314
ID_-0.627_29.773_2022_30,109.40367963127416
ID_-0.627_29.773_2022_31,113.01948062849775
ID_-0.627_29.773_2022_32,113.22004566876673
ID_-0.627_29.773_2022_33,113.05112380270671
ID_-0.627_29.773_2022_34,113.42717110462874
ID_-0.627_29.773_2022_35,116.46203235916657
ID_-0.627_29.773_2022_36,117.19991750632477
ID_-0.627_29.773_2022_37,117.28018344086558
ID_-0.627_29.773_2022_38,117.28277313747805
ID_-0.627_29.773_2022_39,115.92621702832118
ID_-0.627_29.773_2022_40,114.87792662720665
ID_-0.627_29.773_2022_41,114.99475500996319
ID_-0.627_29.773_2022_42,121.58118578405586
ID_-0.627_29.773_2022_43,126.46985592421109
ID_-0.627_29.773_2022_44,122.90051932040696
ID_-0.627_29.773_2022_45,123.87850445888058
ID_-0.627_29.773_2022_46,124.87942114052129
ID_-0.627_29.773_2022_47,125.61373950864919
ID_-0.627_29.773_2022_48,120.72114140597846
ID_-0.637_30.763_2022_00,39.17099322817654
ID_-0.637_30.763_2022_01,40.74993681571614
ID_-0.637_30.763_2022_02,42.475653578591384
ID_-0.637_30.763_2022_03,43.269039973597
ID_-0.637_30.763_2022_04,43.42655314431585
ID_-0.637_30.763_2022_05,45.578965818152206
ID_-0.637_30.763_2022_06,45.563989796265155
ID_-0.637_30.763_2022_07,44.93772295600176
ID_-0.637_30.763_2022_08,44.987356850171544
ID_-0.637_30.763_2022_09,48.973597156740205
ID_-0.637_30.763_2022_10,48.52926929015663
ID_-0.637_30.763_2022_11,47.70737125803584
ID_-0.637_30.763_2022_12,48.08553792816961
ID_-0.637_30.763_2022_13,46.628811149453966
ID_-0.637_30.763_2022_14,55.19371523937691
ID_-0.637_30.763_2022_15,53.459408352189676
ID_-0.637_30.763_2022_16,52.65465643398211
ID_-0.637_30.763_2022_17,55.80858531599982
ID_-0.637_30.763_2022_18,56.26966363199971
ID_-0.637_30.763_2022_19,54.548348255999855
ID_-0.637_30.763_2022_20,51.948581008000076
ID_-0.637_30.763_2022_21,48.49511082000008
ID_-0.637_30.763_2022_22,48.48585258456135
ID_-0.637_30.763_2022_23,48.2114890800002
ID_-0.637_30.763_2022_24,48.105056688000126
ID_-0.637_30.763_2022_25,47.94769413600021
ID_-0.637_30.763_2022_26,48.235033884000146
ID_-0.637_30.763_2022_27,47.90967867200002
ID_-0.637_30.763_2022_28,47.41011741599989
ID_-0.637_30.763_2022_29,47.22425143368985
ID_-0.637_30.763_2022_30,48.013995535379934
ID_-0.637_30.763_2022_31,50.319096844561074
ID_-0.637_30.763_2022_32,50.974886108000014
ID_-0.637_30.763_2022_33,50.99701496126056
ID_-0.637_30.763_2022_34,51.61134700400015
ID_-0.637_30.763_2022_35,54.64149703832001
ID_-0.637_30.763_2022_36,56.1005775176424
ID_-0.637_30.763_2022_37,56.81357234400008
ID_-0.637_30.763_2022_38,56.93995578799994
ID_-0.637_30.763_2022_39,56.00626824576713
ID_-0.637_30.763_2022_40,54.16847510796724
ID_-0.637_30.763_2022_41,54.2448681101662
ID_-0.637_30.763_2022_42,54.880324810341456
ID_-0.637_30.763_2022_43,55.85251208054934
ID_-0.637_30.763_2022_44,50.27059628179959
ID_-0.637_30.763_2022_45,50.77973618736727
ID_-0.637_30.763_2022_46,51.748029944604085
ID_-0.637_30.763_2022_47,52.64062890732389
ID_-0.637_30.763_2022_48,46.10756919994613
ID_-0.653_30.447_2022_00,27.567858757733575
ID_-0.653_30.447_2022_01,28.772151114004014
ID_-0.653_30.447_2022_02,29.51563423753124
